src,dst,next_hop
n0018,n0045,n0002
n0018,n0046,n0002
n0018,n0047,n0002
n0018,n0048,n0002
n0018,n0002,n0002
n0018,n0003,n0002
n0018,n0004,n0002
n0018,n0005,n0002
n0018,n0006,n0002
n0018,n0007,n0002
n0018,n0008,n0002
n0018,n0001,n0002
n0018,n0009,n0002
n0018,n0010,n0002
n0018,n0011,n0002
n0018,n0049,n0002
n0018,n0012,n0002
n0018,n0013,n0013
n0018,n0014,n0002
n0018,n0015,n0002
n0018,n0016,n0002
n0018,n0017,n0002
